0.21,0.86,0.56319
0.24,0.95,0.52729
0.31,0.23,1.1415
0.98,0.42,1.789
0.93,0.34,1.6636
0.12,0.89,0.49286
0.31,0.37,0.91536
0.45,0.46,1.0161
0.62,0.15,1.5852
0.56,0.69,0.83851
0.55,0.85,0.78929
0.98,0.02,2.577
0.06,0.56,0.57259
0.55,0.71,0.80516
0.83,0.65,1.2641
0.26,0.16,1.1484
0.11,0.26,0.80897
0.49,0.51,0.89102
0.04,0.62,0.51849
0.34,0.42,0.85775
0.69,0.02,1.9358
0.12,0.99,0.51958
0.93,0.86,1.0689
0.02,0.51,0.66771
0.49,0.83,0.66246
0.42,0.29,1.1926
0.33,0.56,0.87155
0.45,0.88,0.72398
0.95,0.41,1.7014
0.83,0.6,1.3529
0.77,0.89,0.92081
0.28,0.11,1.1973
0.88,0.15,1.9816
0.24,0.7,0.6162
0.09,0.15,1.0753
0.04,0.18,0.68636
0.27,0.5,0.76444
0.81,0.05,2.1067
0.59,0.86,0.75639
0.15,0.65,0.56509
0.93,0.1,2.286
0.88,0.72,1.3142
0.62,0.45,1.243
0.82,0.36,1.6402
0.23,0.33,0.85392
0.28,0.93,0.58051
0.35,0.26,1.1106
0.96,0.81,1.1293
0.83,0.9,0.9306
0.56,0.08,1.6277
0.41,0.28,1.1067
0.84,0.24,1.872
0.54,0.54,1.0858
0.73,0.77,1.0122
0.83,0.5,1.4085
0.49,0.43,1.0613
0.86,0.84,1.0017
0.58,0.81,0.7865
0.92,0.84,1.1521
1,0.08,2.3621
0.21,0.96,0.53517
0.16,0.36,0.79303
0.59,0.28,1.3888
0.08,0.91,0.37978
0.84,0.18,1.8885
0.35,0.25,1.1108
0.5,0.47,0.99942
0.83,0.97,0.79489
0.21,0.77,0.5353
0.8,0.6,1.2188
0.41,0,1.4787
0.8,0.9,0.93462
0.16,0.5,0.63257
0.72,0.45,1.3361
0.01,0.72,0.50027
0.51,0.41,1.0728
0.06,0.05,1.0383
0.03,0.72,0.43352
1,0.71,1.3391
0.19,0.61,0.69993
0.42,0.59,0.85143
0.42,0.96,0.62561
0.27,0.03,1.3055
0.22,0.68,0.69933
0.78,0.13,1.9076
0.07,0.03,1.0611
0.45,0.51,0.95347
0.53,0.68,0.85338
0.09,0.36,0.67559
0.34,0.11,1.1719
0.3,0.56,0.82089
0.55,0.61,0.96704
0.37,0.22,1.2222
0.93,0.18,2.1319
0.84,0.49,1.4347
0.1,0.22,0.95966
0.4,0.11,1.364
0.04,0.39,0.73274
0.14,0.14,1.0559
0.43,0.94,0.58598
0.91,0.25,1.8929
0.73,0.14,1.8493
0.03,0.48,0.61765
0.43,0.05,1.4531
0.43,0.64,0.79484
0.54,0.34,1.2064
0.32,0.56,0.89195
0.18,0.7,0.59968
0.85,0.62,1.3348
0.4,0.67,0.82537
0.33,0.75,0.56945
0.15,0.04,1.1847
0.24,0,1.279
0.43,0.17,1.2826
0.15,0.6,0.53353
0.41,0.31,1.0094
0.74,0.97,0.81778
0.33,0.89,0.47549
0.46,0.25,1.2377
0.3,0.03,1.2896
0.74,0.92,0.73458
0.23,0.9,0.46528
0.64,0.21,1.4492
0.21,0.36,0.92718
0.42,0.86,0.74072
0.47,0.2,1.3535
0.5,0.26,1.257
0.21,0.88,0.57269
0.12,0.26,0.89441
0.42,0.82,0.59494
0.42,0.49,0.91005
0.25,0.63,0.69185
0.46,0.72,0.75001
0.75,0.22,1.6289
0.12,0.45,0.6561
0.19,0.92,0.49725
0.9,0.14,2.181
0.55,0.93,0.66299
0.58,0.29,1.2551
0.46,0.28,1.1917
0.32,0.92,0.61562
0.27,0.6,0.6879
0.61,0.26,1.3441
0.65,0.73,0.89757
0.77,0.27,1.6314
0.1,0.51,0.69385
0.21,0.27,0.96464
0.3,0.38,0.7692
0.68,0.87,0.84675
0.16,0.97,0.40934
0.33,0.95,0.50148
0.32,0.02,1.3364
0.82,0.78,1.0368
0.27,0.02,1.2886
0.8,0.65,1.1793
0.13,0.39,0.87852
0.39,0.81,0.67215
0.75,0.95,0.73145
0.49,0.19,1.3893
0.69,0.89,0.86435
0.58,0.44,1.1948
0.33,0.81,0.51498
0.95,0.57,1.3873
0.5,0.4,1.22
0,0.51,0.54835
0.06,0.75,0.49926
0.53,0.33,1.1523
0.84,0.47,1.3733
0.95,0.71,1.2246
0.62,0.44,1.135
0.82,0.54,1.2619
0.46,0.9,0.62699
0.87,0.73,1.2506
0.65,0.41,1.2761
0.95,0.28,2.0274
0.24,0.45,0.88527
0.07,0.05,0.97807
0.46,0.51,0.9637
0.28,0.98,0.45892
0.41,0.15,1.2861
0.69,0.94,0.7799
0.26,0.81,0.668
0.11,0.5,0.75845
0.56,0,1.743
0.66,0.46,1.2676
1,0.87,1.2693
0.37,0.29,1.1321
0.7,0.53,1.2397
0.32,0.93,0.51133
0.71,0.77,0.90781
0.04,0.21,0.78088
0.67,0.99,0.72241
0.47,0.06,1.5193
0.9,0.07,2.3903
0.83,0.33,1.6827
0.77,0.56,1.2611
0.01,0.25,0.78344
0.06,0.02,1.0407
0.39,0.71,0.77972
0.59,0.77,0.83356
0.96,0.06,2.5068
0.14,0.33,0.82253
0.1,0.13,0.92581
0.36,0.78,0.65592
0.84,0.87,0.93217
0.89,0.35,1.685
0.08,0.25,0.80686
0.56,0.97,0.659
0.23,0.54,0.72362
0.82,0.42,1.4155
0.27,0.55,0.79999
0.36,0.09,1.3026
0.02,0.64,0.55749
0.7,0.41,1.3962
0.12,0.29,0.93339
0.45,0.35,1.0792
0.49,0.56,0.87763
0.49,0.37,1.1265
0.61,0.11,1.6709
0.91,0.71,1.2234
0.5,0,1.6117
